intent,subject,question,answer
general,general,they have to see it happen.,they don't believe us?
general,general,they don't believe us?,no. they can only give a ticket if they see it happen.
general,general,no. they can only give a ticket if they see it happen.,"so, what do we do?"
general,general,"so, what do we do?",we don't do anything.
general,general,we don't do anything.,maybe we should honk the horn next time.
general,general,maybe we should honk the horn next time.,the driver will just honk back at us.
general,general,my car is dirty.,why don't you wash it?
general,general,why don't you wash it?,that's what i'm going to do.
general,general,that's what i'm going to do.,are you going to wash it yourself?
general,general,are you going to wash it yourself?,of course. it's not a hard job.
general,general,of course. it's not a hard job.,i'll help you.
general,general,i'll help you.,"okay, i'll get a bucket."
general,general,"okay, i'll get a bucket.",i'll rinse the car first.
general,general,i'll rinse the car first.,then we can scrub it with a wet sponge and soap.
general,general,then we can scrub it with a wet sponge and soap.,"after that, we can dry it with a towel."
general,general,"after that, we can dry it with a towel.",then it will look like new
general,general,then it will look like new,and you save $10.
general,general,it sure is windy today.,paper is flying everywhere.
general,general,paper is flying everywhere.,this wind is dangerous for drivers.
general,general,this wind is dangerous for drivers.,especially for drivers of big trucks.
general,general,especially for drivers of big trucks.,the wind blows those trucks over.
general,general,the wind blows those trucks over.,"it blows trees over, too."
general,general,"it blows trees over, too.",a tree fell onto my dad's car.
general,general,a tree fell onto my dad's car.,was there much damage?
general,general,was there much damage?,my dad had to buy a new car.
general,general,my dad had to buy a new car.,wow! that's terrible.
general,general,wow! that's terrible.,never park your car under a tree.
general,general,never park your car under a tree.,"the wind will get you, or the birds will get you."
general,general,when are we going to stop?,we'll stop at the next mcdonald's.
general,general,we'll stop at the next mcdonald's.,how far away is that?
general,general,how far away is that?,i think we'll be there in half an hour.
general,general,i think we'll be there in half an hour.,i hope so. i have to go to the bathroom.
general,general,i hope so. i have to go to the bathroom.,"well, i can always pull over."
general,general,"well, i can always pull over.","no, thank you, i'll just wait."
general,general,"no, thank you, i'll just wait.",we can kill two birds with one stone.
general,general,we can kill two birds with one stone.,what do you mean?
general,general,what do you mean?,"while you're using the bathroom, i'll order some food."
general,general,"while you're using the bathroom, i'll order some food.",don't order for me. i'm not hungry.
general,general,don't order for me. i'm not hungry.,"i'm very hungry. i'll order for you, and then i'll eat yours."
general,general,this is such a long light.,look how many cars are waiting in line.
general,general,look how many cars are waiting in line.,they need a left-turn arrow.
general,general,they need a left-turn arrow.,only two cars can make a left turn every three or four minutes.
general,general,only two cars can make a left turn every three or four minutes.,we'll be here forever.
general,general,we'll be here forever.,get out of this lane.
general,general,get out of this lane.,but we need to turn left.
general,general,but we need to turn left.,forget it. go straight.
general,general,forget it. go straight.,then what?
general,general,then what?,then we'll just make a u-turn.
general,general,then we'll just make a u-turn.,and then we can turn right at the light.
general,general,and then we can turn right at the light.,good idea. it will be so much quicker.
general,general,i need a cheap car.,how much money do you have?
general,general,how much money do you have?,"$1,000."
general,general,"$1,000.","well, that should get you something."
general,general,"well, that should get you something.",but i need something that's reliable.
general,general,but i need something that's reliable.,you need a car with low mileage.
general,general,you need a car with low mileage.,a car that was owned by a little old lady.
general,general,a car that was owned by a little old lady.,where have you looked?
general,general,where have you looked?,i haven't looked anywhere yet.
general,general,i haven't looked anywhere yet.,why not?
general,general,why not?,because i'll never find one for such a low price.
general,general,because i'll never find one for such a low price.,you're right about that. keep saving your money.
general,general,"good afternoon, officer.","your driver's license and registration, please."
general,general,"your driver's license and registration, please.",here you go.
general,general,here you go.,do you know why i pulled you over?
general,general,do you know why i pulled you over?,i have no idea. all of a sudden i heard your siren.
general,general,i have no idea. all of a sudden i heard your siren.,you rolled through that stop sign back there.
general,general,you rolled through that stop sign back there.,but i stopped!
general,general,but i stopped!,"no, you didn't. you slowed down, but you didn't come to a full stop."
general,general,"no, you didn't. you slowed down, but you didn't come to a full stop.","well, nobody else does, so why should i?"
general,general,"well, nobody else does, so why should i?",that's not the attitude of a good driver.
general,general,that's not the attitude of a good driver.,but i am a good driver. i've never had a ticket in my life.
general,general,but i am a good driver. i've never had a ticket in my life.,"well, you've got one now. here. have a nice day."
general,general,$140. i can't believe it.,what are you talking about?
general,general,what are you talking about?,i got a ticket downtown for $140.
general,general,i got a ticket downtown for $140.,were you speeding?
general,general,were you speeding?,"no, i was crossing the street."
general,general,"no, i was crossing the street.",were you jaywalking?
general,general,were you jaywalking?,"no, i was in the crosswalk."
general,general,"no, i was in the crosswalk.",so why did you get a ticket?
general,general,so why did you get a ticket?,the officer said the red hand was blinking.
general,general,the officer said the red hand was blinking.,was it blinking when you entered the crosswalk?
general,general,was it blinking when you entered the crosswalk?,"no, the white walk sign was blinking."
general,general,"no, the white walk sign was blinking.",you should fight that ticket. i'll be your witness.
general,general,they were in a crosswalk near school at 3 a.m.,who?
general,general,who?,two students from usc.
general,general,two students from usc.,what happened?
general,general,what happened?,"a speeding car ran a red light, killing the girl."
general,general,"a speeding car ran a red light, killing the girl.",what happened to the other student?
general,general,what happened to the other student?,he landed on the hood of the car.
general,general,he landed on the hood of the car.,did he get off the hood?
general,general,did he get off the hood?,"no, the car stopped and the passenger pushed the injured student off the hood."
general,general,"no, the car stopped and the passenger pushed the injured student off the hood.",i'll bet the car continued on its way.
general,general,i'll bet the car continued on its way.,of course it did. why stop after you've run over two people?
general,general,of course it did. why stop after you've run over two people?,i hope they find them and put them in jail for life.
general,general,what happened to your car?,i got a dent in the parking lot.
general,general,i got a dent in the parking lot.,how did you get it?
general,general,how did you get it?,i don't know. maybe it was from a shopping cart.
general,general,i don't know. maybe it was from a shopping cart.,those shopping carts are dangerous.
general,general,those shopping carts are dangerous.,especially the metal ones.
general,general,especially the metal ones.,i don't park at a store that uses metal shopping carts.
general,general,i don't park at a store that uses metal shopping carts.,"that's a good idea, but there was a good sale at this store."
general,general,"that's a good idea, but there was a good sale at this store.",did you save any money on the sale?
general,general,did you save any money on the sale?,"yes, i did. i saved about $50."
general,general,"yes, i did. i saved about $50.",that's great.
general,general,that's great.,"yes, except this dent will cost about $150."
general,general,"did you see ""titanic""?",yes. it is a great movie.
general,general,yes. it is a great movie.,i saw it twelve times.
general,general,i saw it twelve times.,i saw it eight times.
general,general,i saw it eight times.,i have the dvd.
general,general,i have the dvd.,so do i.
general,general,so do i.,let's go to your home.
general,general,let's go to your home.,we can watch my dvd.
general,general,we can watch my dvd.,and then we can go to my home.
general,general,and then we can go to my home.,and watch your dvd.
general,general,and watch your dvd.,i always cry at the end.
general,general,i always cry at the end.,me too. it's so sad.
general,general,let's play cards.,i don't know any card games.
general,general,i don't know any card games.,i'll teach you one.
general,general,i'll teach you one.,okay. what will you teach me?
general,general,okay. what will you teach me?,it's called poker.
general,general,it's called poker.,is it easy to learn?
general,general,is it easy to learn?,"yes, it will only take about 30 minutes."
general,general,"yes, it will only take about 30 minutes.",okay. teach me how to play.
general,general,okay. teach me how to play.,we each get five cards.
general,general,we each get five cards.,"oh, look. i have four tens."
general,general,"oh, look. i have four tens.","that's great, but you're not supposed to tell me."
general,general,"that's great, but you're not supposed to tell me.","oh. sorry. okay, i don't have four tens."
general,general,i'm a good card player.,why is that?
general,general,why is that?,because i watch the other players.
general,general,because i watch the other players.,what do you mean?
general,general,what do you mean?,people will tell you if they have a good hand.
general,general,people will tell you if they have a good hand.,how do they do that?
general,general,how do they do that?,"for example, a friend of mine licks his lips."
general,general,"for example, a friend of mine licks his lips.","when he licks his lips, you know he has a good hand?"
general,general,"when he licks his lips, you know he has a good hand?","i know he has a good hand, so i don't bet."
general,general,"i know he has a good hand, so i don't bet.",he never wins your money?
general,general,he never wins your money?,"nope, and it drives him crazy."
general,general,"nope, and it drives him crazy.",he knows you can't read his mind. maybe he thinks you're cheating.
general,general,"turn the radio down, please.",but i'm listening to it.
general,general,but i'm listening to it.,"well, listen to it more quietly."
general,general,"well, listen to it more quietly.",i can't wait till i grow up.
general,general,i can't wait till i grow up.,what will you do?
general,general,what will you do?,i will play the radio as loud as i want.
general,general,i will play the radio as loud as i want.,that's okay with me.
general,general,that's okay with me.,i will have a radio in every room of my house.
general,general,i will have a radio in every room of my house.,remind me to never visit you.
general,general,remind me to never visit you.,all the radios will be on extra loud.
general,general,all the radios will be on extra loud.,your neighbors will hate you.
general,general,your neighbors will hate you.,"if they don't like it, they can move."
general,general,i hope i win the lotto.,your chances are very small.
general,general,your chances are very small.,but you can't win if you don't play.
general,general,but you can't win if you don't play.,ha! you can't win if you do play.
general,general,ha! you can't win if you do play.,someone has to win.
general,general,someone has to win.,that's what everyone says.
general,general,that's what everyone says.,it might as well be me.
general,general,it might as well be me.,that's what everyone says.
general,general,that's what everyone says.,you're trying to tell me something.
general,general,you're trying to tell me something.,that didn't take long.
general,general,that didn't take long.,you think i should quit playing.
general,general,you think i should quit playing.,save your money for school.
general,general,what's on tv?,nothing much.
general,general,nothing much.,what about the baseball game?
general,general,what about the baseball game?,it got rained out.
general,general,it got rained out.,rained out?
general,general,rained out?,"yes, rained out."
general,general,"yes, rained out.",how could that be?
general,general,how could that be?,"well, you can't play baseball in a rainstorm."
general,general,"well, you can't play baseball in a rainstorm.",i thought they were playing under a dome.
general,general,i thought they were playing under a dome.,the dome doesn't close.
general,general,the dome doesn't close.,why doesn't it close?
general,general,why doesn't it close?,who knows? they said they'll fix it before next season.
general,general,can i try your coffee?,sure. here you go.
general,general,sure. here you go.,"hmm, that's not bad."
general,general,"hmm, that's not bad.",there's nothing in it.
general,general,there's nothing in it.,what do you mean?
general,general,what do you mean?,"i mean, it's just coffee."
general,general,"i mean, it's just coffee.",i figured that.
general,general,i figured that.,it's not too bitter for you?
general,general,it's not too bitter for you?,"it's a little bitter, but it's okay."
general,general,"it's a little bitter, but it's okay.",there's no sugar or cream in it.
general,general,there's no sugar or cream in it.,"no, it's a taste you have to get used to."
general,general,"no, it's a taste you have to get used to.",sort of like beer.
general,general,let's take a walk.,what's the weather like?
general,general,what's the weather like?,let me step outside and see.
general,general,let me step outside and see.,"it's a little chilly, right?"
general,general,"it's a little chilly, right?","yes, it is."
general,general,"yes, it is.",i'll put on my cap.
general,general,i'll put on my cap.,"wear a jacket, too."
general,general,"wear a jacket, too.",i wonder if i should bring my gloves.
general,general,i wonder if i should bring my gloves.,"maybe you should, just in case it gets colder."
general,general,"maybe you should, just in case it gets colder.",i'll put a glove in each pocket.
general,general,i'll put a glove in each pocket.,we'll get warmer as we walk.
general,general,we'll get warmer as we walk.,"yes, but it gets colder as the sun goes down."
general,general,look at the car chase on tv!,that driver is crazy.
general,general,that driver is crazy.,i can't believe he hasn't crashed.
general,general,i can't believe he hasn't crashed.,how fast is he going?
general,general,how fast is he going?,they say he's going 80 miles per hour.
general,general,they say he's going 80 miles per hour.,he's going to kill someone.
general,general,he's going to kill someone.,look! he just hit that car.
general,general,look! he just hit that car.,"oh, my goodness. no one is safe on the streets."
general,general,"oh, my goodness. no one is safe on the streets.",now he's slowing down.
general,general,now he's slowing down.,maybe he ran out of gas.
general,general,maybe he ran out of gas.,look! he just got out of the car and started running.
general,general,look! he just got out of the car and started running.,i hope the police catch him.
general,general,tv news is so stupid.,they shouldn't even call it news.
general,general,they shouldn't even call it news.,last night they told us about a cat in a sofa.
general,general,last night they told us about a cat in a sofa.,yesterday they told us about a dog in a pipe.
general,general,yesterday they told us about a dog in a pipe.,last week they told us about a bear in a back yard.
general,general,last week they told us about a bear in a back yard.,last month they told us about a mouse in a restaurant.
general,general,last month they told us about a mouse in a restaurant.,the weatherman tells us the temperature in every town.
general,general,the weatherman tells us the temperature in every town.,the sports guy shows us players fighting.
general,general,the sports guy shows us players fighting.,"they always tell us ""what's next."""
general,general,"they always tell us ""what's next.""","they always make ""what's next"" sound exciting, but it never is."
general,general,"they always make ""what's next"" sound exciting, but it never is.",it's more like news for kids.
general,general,it's more like news for kids.,they should have kid reporters.
general,general,i love my computer.,computers are so cool.
general,general,computers are so cool.,i love to go online.
general,general,i love to go online.,the internet is amazing.
general,general,the internet is amazing.,you can travel all over the world.
general,general,you can travel all over the world.,i know. i went to china yesterday.
general,general,i know. i went to china yesterday.,what did you do?
general,general,what did you do?,i stood on the great wall and looked all around.
general,general,i stood on the great wall and looked all around.,what was it like?
general,general,what was it like?,it was like the real thing.
general,general,it was like the real thing.,it was like being there?
general,general,it was like being there?,"yes, i felt like i was actually there."
general,general,the beatles are the best.,they are the best musical group ever.
general,general,they are the best musical group ever.,i love all their songs.
general,general,i love all their songs.,i don't know which one i like the best.
general,general,i don't know which one i like the best.,i like the ones i can sing along with.
general,general,i like the ones i can sing along with.,"so do i, like ""she loves you."""
general,general,"so do i, like ""she loves you.""","she loves you, yeah, yeah, yeah!..."
general,general,"she loves you, yeah, yeah, yeah!...",and you know you should be glad!
general,general,and you know you should be glad!,what a great song.
general,general,what a great song.,"how about ""let it be?"""
general,general,"how about ""let it be?""","oh, yes! ""let it be, let it be"""
general,general,"oh, yes! ""let it be, let it be""","there will be an answer, let it be!"
general,general,let's go to a movie.,i'd rather not.
general,general,i'd rather not.,why not?
general,general,why not?,you know i don't like crowds.
general,general,you know i don't like crowds.,let's go to an early movie.
general,general,let's go to an early movie.,"okay, that won't be very crowded."
general,general,"okay, that won't be very crowded.",what would you like to see?
general,general,what would you like to see?,"oh, i don't care. you're the one who wants to go out."
general,general,"oh, i don't care. you're the one who wants to go out.","well, i want to see ""the pursuit of happyness."""
general,general,"well, i want to see ""the pursuit of happyness.""",what have you heard about it?
general,general,what have you heard about it?,it's based on a true story about a divorced man and his young son.
general,general,it's based on a true story about a divorced man and his young son.,"well, i hope it has a happy ending."
general,general,what's your favorite thing to do?,i like to watch people.
general,general,i like to watch people.,that's your favorite thing to do?
general,general,that's your favorite thing to do?,"well, it's one of them."
general,general,"well, it's one of them.",where do you go to watch people?
general,general,where do you go to watch people?,my girlfriend and i sit outside starbucks.
general,general,my girlfriend and i sit outside starbucks.,that sounds like a good spot.
general,general,that sounds like a good spot.,we watch people walk by with their dogs.
general,general,we watch people walk by with their dogs.,i guess you see lots of different dogs.
general,general,i guess you see lots of different dogs.,we don't even know what kind most of them are.
general,general,we don't even know what kind most of them are.,"there are lots of different kinds, but they all have one thing in common."
general,general,"there are lots of different kinds, but they all have one thing in common.","yes, they love to sniff each other when they meet."
general,general,they call him father dollar bill.,"yes, he was on the tv news today."
general,general,"yes, he was on the tv news today.",every easter sunday he gives away money.
general,general,every easter sunday he gives away money.,is it his money?
general,general,is it his money?,no. movie stars give him money to give to homeless people.
general,general,no. movie stars give him money to give to homeless people.,how much money does he give away?
general,general,how much money does he give away?,"this year he gave away $15,000."
general,general,"this year he gave away $15,000.",that's a lot of money.
general,general,that's a lot of money.,he gave $100 to people in wheelchairs.
general,general,he gave $100 to people in wheelchairs.,what about the other homeless people?
general,general,what about the other homeless people?,they got $1 each.
general,general,they got $1 each.,people stood in line just to get one dollar?!
general,general,old movies are the best.,even though they're in black and white.
general,general,even though they're in black and white.,a good story is more important than color.
general,general,a good story is more important than color.,actors didn't curse back then.
general,general,actors didn't curse back then.,and there was no violence.
general,general,and there was no violence.,people today don't like that.
general,general,people today don't like that.,"no, today people like lots of action."
general,general,"no, today people like lots of action.",i like a good story.
general,general,i like a good story.,i like to see actors who are like real people.
general,general,i like to see actors who are like real people.,like real people with real problems.
general,general,like real people with real problems.,they still make movies like that.
general,general,they still make movies like that.,"yes, but they never make much money."
general,general,do you get pbs on tv?,"yes, everybody gets the public broadcasting system."
general,general,"yes, everybody gets the public broadcasting system.",it puts me to sleep.
general,general,it puts me to sleep.,tell me about it.
general,general,tell me about it.,a gardening show follows a knitting show.
general,general,a gardening show follows a knitting show.,a cooking show follows a sewing show.
general,general,a cooking show follows a sewing show.,a travel show follows another travel show.
general,general,a travel show follows another travel show.,i'll say! i've gone around the world a dozen times already!
general,general,i'll say! i've gone around the world a dozen times already!,now they're adding old tv shows to the old movies.
general,general,now they're adding old tv shows to the old movies.,i sure would like to see something interesting for a change.
general,general,i sure would like to see something interesting for a change.,"if more people donate money, pbs could offer new shows."
general,general,"if more people donate money, pbs could offer new shows.",who wants to donate? public tv should be free.
general,general,"i love to watch ""judge judy.""",is that a tv show?
general,general,is that a tv show?,yes. it's on every afternoon.
general,general,yes. it's on every afternoon.,what's so good about it?
general,general,what's so good about it?,they have interesting lawsuits.
general,general,they have interesting lawsuits.,such as?
general,general,such as?,"yesterday, a woman complained about a cell phone she bought on ebay."
general,general,"yesterday, a woman complained about a cell phone she bought on ebay.",was something wrong with the phone?
general,general,was something wrong with the phone?,it works only in canada.
general,general,it works only in canada.,did the seller know that?
general,general,did the seller know that?,"yes, and he didn't tell the buyer."
general,general,"yes, and he didn't tell the buyer.",i hope judge judy made the seller take the phone back.
general,general,that woman is a very good singer.,"yes, but she looks like a man."
general,general,"yes, but she looks like a man.",what difference does it make?
general,general,what difference does it make?,female singers are supposed to be pretty.
general,general,female singers are supposed to be pretty.,singers are supposed to sound good.
general,general,singers are supposed to sound good.,"they should look good, too."
general,general,"they should look good, too.",there are lots of ugly men singers.
general,general,there are lots of ugly men singers.,men singers don't have to look good.
general,general,men singers don't have to look good.,then neither do women singers.
general,general,then neither do women singers.,"well, i would never buy her cd."
general,general,"well, i would never buy her cd.",but you would buy her cd if she was pretty?
general,general,but you would buy her cd if she was pretty?,yes. i would buy all of her cds.
general,general,all the tv stations are going to go digital.,"yes, that will occur next month."
general,general,"yes, that will occur next month.",most of them are already broadcasting in digital.
general,general,most of them are already broadcasting in digital.,the digital signal is very clear.
general,general,the digital signal is very clear.,"oh, no, it isn't!"
general,general,"oh, no, it isn't!",what do you mean?
general,general,what do you mean?,i can't get a single channel.
general,general,i can't get a single channel.,do you have a digital tv?
general,general,do you have a digital tv?,of course. but i don't have cable.
general,general,of course. but i don't have cable.,"you don't need to have cable, but you do need a good antenna."
general,general,"you don't need to have cable, but you do need a good antenna.",but i have rabbit ears.
general,general,but i have rabbit ears.,rabbit ears aren't strong enough. buy a digital antenna.
general,general,i've got a date for you.,"oh, really?"
general,general,"oh, really?",are you interested?
general,general,are you interested?,maybe. what is she like?
general,general,maybe. what is she like?,she's got a great personality.
general,general,she's got a great personality.,uh-oh. that means that she's fat and ugly.
general,general,uh-oh. that means that she's fat and ugly.,she's cute.
general,general,she's cute.,"okay, so she's not ugly; she's just fat."
general,general,"okay, so she's not ugly; she's just fat.",she weighs 98 pounds.
general,general,she weighs 98 pounds.,"okay, she's not fat. so what's the problem with her?"
general,general,"okay, she's not fat. so what's the problem with her?",who said there is a problem with her?
general,general,who said there is a problem with her?,the problem is she has no problemsshe's too good for me!
general,general,i think you're very pretty.,thank you.
general,general,thank you.,would you have dinner with me?
general,general,would you have dinner with me?,i would like to.
general,general,i would like to.,can i pick you up friday night?
general,general,can i pick you up friday night?,what time?
general,general,what time?,eight o'clock.
general,general,eight o'clock.,that sounds great.
general,general,that sounds great.,we'll go to a french restaurant.
general,general,we'll go to a french restaurant.,i've never been to a french restaurant.
general,general,i've never been to a french restaurant.,i think you'll love the food.
general,general,i think you'll love the food.,i'm not going to eat any snails!
general,general,you have pretty eyes.,thank you. so do you.
general,general,thank you. so do you.,i wish my eyes were blue.
general,general,i wish my eyes were blue.,what's the matter with green eyes?
general,general,what's the matter with green eyes?,"nothing, except my favorite color is blue."
general,general,"nothing, except my favorite color is blue.",maybe in your next life you'll have blue eyes.
general,general,maybe in your next life you'll have blue eyes.,but what if i'm a fish in my next life?
general,general,but what if i'm a fish in my next life?,i think some fish have blue eyes.
general,general,i think some fish have blue eyes.,i hope i don't come back as a fish.
general,general,i hope i don't come back as a fish.,i hope i come back as a cat.
general,general,i hope i come back as a cat.,cats have beautiful eyes.
general,general,cats have beautiful eyes.,i would love to have blue cat-eyes.
general,general,i love you.,"i love you, too."
general,general,"i love you, too.",i loved you the first day i saw you.
general,general,i loved you the first day i saw you.,it was love at first sight?
general,general,it was love at first sight?,"yes, it was love at first sight."
general,general,"yes, it was love at first sight.",i didn't love you at first.
general,general,i didn't love you at first.,i know. i had to chase you for a while.
general,general,i know. i had to chase you for a while.,"yes, you chased me and then you caught me."
general,general,"yes, you chased me and then you caught me.",now you're mine forever.
general,general,now you're mine forever.,and you're mine forever.
general,general,and you're mine forever.,we'll grow old together.
general,general,we'll grow old together.,and be happy together.
general,general,i'm in love with that girl.,have you told her?
general,general,have you told her?,of course not.
general,general,of course not.,why not?
general,general,why not?,she would laugh at me.
general,general,she would laugh at me.,how do you know?
general,general,how do you know?,because they always do.
general,general,because they always do.,maybe she's different.
general,general,maybe she's different.,they're all the same.
general,general,they're all the same.,just ask her out to dinner.
general,general,just ask her out to dinner.,and then what?
general,general,and then what?,and then she'll know that you like her.
general,general,give me a hug.,i'm not in the mood.
general,general,i'm not in the mood.,what's the matter?
general,general,what's the matter?,i saw you looking at that woman.
general,general,i saw you looking at that woman.,what woman?
general,general,what woman?,"you know, that woman with the big boobs."
general,general,"you know, that woman with the big boobs.",i was not looking at her.
general,general,i was not looking at her.,"you were, too."
general,general,"you were, too.",i'm not interested in her.
general,general,i'm not interested in her.,then why were you looking at her?
general,general,then why were you looking at her?,i was looking at something else.
general,general,i was looking at something else.,"oh, really? then spend tonight looking at the sofa."
general,general,would you like to go on a blind date?,you must be joking.
general,general,you must be joking.,"no, i'm serious."
general,general,"no, i'm serious.",i don't want to date a blind woman.
general,general,i don't want to date a blind woman.,a blind date doesn't mean that she is blind!
general,general,a blind date doesn't mean that she is blind!,what does it mean?
general,general,what does it mean?,a blind date is a date with someone you don't know.
general,general,a blind date is a date with someone you don't know.,why would i date someone i don't even know?
general,general,why would i date someone i don't even know?,to try something new and exciting.
general,general,to try something new and exciting.,what if i don't like her?
general,general,what if i don't like her?,then you don't date her again.
general,general,i have a date tomorrow night.,really? who with?
general,general,really? who with?,a girl i met at the market.
general,general,a girl i met at the market.,you met a girl at the supermarket?
general,general,you met a girl at the supermarket?,she was standing behind me in a really slow line at the checkout counter.
general,general,she was standing behind me in a really slow line at the checkout counter.,what did you say to her?
general,general,what did you say to her?,"i had two pineapples in my cart, and she asked where i had found them."
general,general,"i had two pineapples in my cart, and she asked where i had found them.",she asked you about your pineapples?
general,general,she asked you about your pineapples?,"i told her i had gotten the last two on the shelf, but i offered her one of mine."
general,general,"i told her i had gotten the last two on the shelf, but i offered her one of mine.",that was nice of you.
general,general,that was nice of you.,"she asked me how she could return the favor, so i asked her out."
general,general,"she asked me how she could return the favor, so i asked her out.",sometimes a slow line can be a good thing.
general,general,did you have a date friday night?,"yes, in fact, i did."
general,general,"yes, in fact, i did.",who did you go out with?
general,general,who did you go out with?,a man i met in a coffee shop.
general,general,a man i met in a coffee shop.,where did you go?
general,general,where did you go?,we went to a nice restaurant.
general,general,we went to a nice restaurant.,anywhere else?
general,general,anywhere else?,then we went to a jazz club.
general,general,then we went to a jazz club.,that sounds like a nice date.
general,general,that sounds like a nice date.,"yes, it was pleasant."
general,general,"yes, it was pleasant.",but you won't date him again?
general,general,but you won't date him again?,"no. he was nice, but there was no chemistry."
general,general,i had the worst date the other night.,what happened?
general,general,what happened?,"first of all, he was half an hour late."
general,general,"first of all, he was half an hour late.",that's not a good start.
general,general,that's not a good start.,then he didn't bother to apologize.
general,general,then he didn't bother to apologize.,that's rude.
general,general,that's rude.,then he drove too fast to the restaurant.
general,general,then he drove too fast to the restaurant.,that's dangerous.
general,general,that's dangerous.,i thought about getting out and taking a taxi home.
general,general,i thought about getting out and taking a taxi home.,what happened at the restaurant?
general,general,what happened at the restaurant?,"we had a $40 meal, and he left a $1 tip!"
general,general,"we had a $40 meal, and he left a $1 tip!",i guess you can't go back to that restaurant.
general,general,i don't like that man.,why not?
general,general,why not?,he's a dirty old man.
general,general,he's a dirty old man.,what do you mean?
general,general,what do you mean?,"he's old enough to be my father, yet he asked me out."
general,general,"he's old enough to be my father, yet he asked me out.","well, you can't blame a man for asking."
general,general,"well, you can't blame a man for asking.",he should act his age.
general,general,he should act his age.,but a lot of old people are still interested in dating.
general,general,but a lot of old people are still interested in dating.,they should find a nice hobby.
general,general,they should find a nice hobby.,just wait until you're 50 years old.
general,general,just wait until you're 50 years old.,dating will be the furthest thing from my mind.
general,general,dating will be the furthest thing from my mind.,that's what you say now. wait till you're 50.
general,general,does your girlfriend ever make you angry?,sometimes.
general,general,sometimes.,what does she do?
general,general,what does she do?,"just yesterday, i told her i wouldn't trade her for all the money in the world."
general,general,"just yesterday, i told her i wouldn't trade her for all the money in the world.",that was a nice thing to say.
general,general,that was a nice thing to say.,that's what i thought.
general,general,that's what i thought.,what did she say?
general,general,what did she say?,she laughed! she didn't believe me.
general,general,she laughed! she didn't believe me.,that wasn't very nice of her.
general,general,that wasn't very nice of her.,she said that nothing is more important to me than money.
general,general,she said that nothing is more important to me than money.,what did you say?
general,general,what did you say?,i told her i wouldn't trade her for any other woman in the world.
general,general,some people have good noses.,i wish i had a good nose. mine is way too big.
general,general,i wish i had a good nose. mine is way too big.,i don't mean good-looking. i mean good-smelling.
general,general,i don't mean good-looking. i mean good-smelling.,oh. but that can be a curse.
general,general,oh. but that can be a curse.,"yes, because you can be too sensitive to odors."
general,general,"yes, because you can be too sensitive to odors.",i'll say. my girlfriend has a nose like a drug dog.
general,general,i'll say. my girlfriend has a nose like a drug dog.,did she catch you using drugs?
general,general,did she catch you using drugs?,sort of. she knows whenever i sneak a cigarette.
general,general,sort of. she knows whenever i sneak a cigarette.,you don't need a good nose for thatcigarettes stink.
general,general,you don't need a good nose for thatcigarettes stink.,"but when i sneak just one cigarette in the morning, she can smell it that evening!"
general,general,"but when i sneak just one cigarette in the morning, she can smell it that evening!","boy, that is a good nose."
general,general,"boy, that is a good nose.",i told her she should apply for a job at customs.
general,general,let's go out to eat.,that sounds like fun.
general,general,that sounds like fun.,where do you want to go?
general,general,where do you want to go?,let me think a minute.
general,general,let me think a minute.,i feel like chinese.
general,general,i feel like chinese.,that sounds delicious.
general,general,that sounds delicious.,i know a good chinese restaurant.
general,general,i know a good chinese restaurant.,how far away is it?
general,general,how far away is it?,it's only 10 minutes from here.
general,general,it's only 10 minutes from here.,do we need reservations?
general,general,do we need reservations?,"oh, no. we can walk right in."
general,general,"oh, no. we can walk right in.",let's go now. i'm hungry!
general,general,i can't believe how long this line is.,"this is a popular restaurant, isn't it?"
general,general,"this is a popular restaurant, isn't it?","yes, but it isn't a fast-food restaurant, is it?"
general,general,"yes, but it isn't a fast-food restaurant, is it?",it's the slowest hamburger in town.
general,general,it's the slowest hamburger in town.,that's because they cook it while you wait.
general,general,that's because they cook it while you wait.,yes. that's why it's also the best hamburger in town.
general,general,yes. that's why it's also the best hamburger in town.,a great burger and great service.
general,general,a great burger and great service.,"yes, the workers are very polite."
general,general,"yes, the workers are very polite.",and they're clean.
general,general,and they're clean.,i've been coming here for years.
general,general,i've been coming here for years.,me too.
general,general,me too.,excuse me. they just called my number.
general,general,lunch was delicious.,thank you.
general,general,thank you.,what kind of soup was that?
general,general,what kind of soup was that?,it was tomato soup.
general,general,it was tomato soup.,that tasted so good.
general,general,that tasted so good.,i put lemon and butter in it.
general,general,i put lemon and butter in it.,"the sandwich was good, too."
general,general,"the sandwich was good, too.",everyone likes bacon and tomato sandwiches.
general,general,everyone likes bacon and tomato sandwiches.,especially on toast.
general,general,especially on toast.,"and the pickles were great, too."
general,general,"and the pickles were great, too.",tomorrow we'll have rice and fish for lunch.
general,general,tomorrow we'll have rice and fish for lunch.,i can't wait.
general,general,i'm calling the waiter.,what's the matter?
general,general,what's the matter?,this steak has too much fat.
general,general,this steak has too much fat.,what do you want the waiter to do?
general,general,what do you want the waiter to do?,bring me a better steak.
general,general,bring me a better steak.,i wouldn't do that.
general,general,i wouldn't do that.,why not?
general,general,why not?,"they will drop the new steak on the floor, step on it, and then spit on it."
general,general,"they will drop the new steak on the floor, step on it, and then spit on it.",you're crazy.
